level,question_id,question_text,question_code,question_type,difficulty,correct_answer,explanation,all_options,all_options_text,option_a_label,option_a_text,option_a_wrong_count,option_b_label,option_b_text,option_b_wrong_count,option_c_label,option_c_text,option_c_wrong_count,option_d_label,option_d_text,option_d_wrong_count,wrong_count,total_attempts,correct_count,wrong_rate,correct_rate,rank_in_level,most_wrong_option_value,most_wrong_option_label,most_wrong_option_text,most_wrong_option_count
2,1308,下面C++代码执行后输出是（     ）。,"num = 0;
while (num <= 5) {
    num += 1;
    if (num == 3)
        continue;
    printf(""%d#"", num);
}",code,medium,A,num从1到6依次递增。当num==3时跳过输出。其他情况输出num+#。结果为：1#2#4#5#6#。注意最后num=6也输出并加#。,A: 1#2#4#5#6# (错误0次); B: 1#2#4#5#6 (错误17次); C: 1#2#3#4#5#6# (错误92次); D: 1#2#3#4#5#6 (错误8次),A: 1#2#4#5#6#; B: 1#2#4#5#6; C: 1#2#3#4#5#6#; D: 1#2#3#4#5#6,A,1#2#4#5#6#,0,B,1#2#4#5#6,17,C,1#2#3#4#5#6#,92,D,1#2#3#4#5#6,8,117,281,164,41.64,58.36,34,C,C,1#2#3#4#5#6#,92
2,1462,一个数的所有数字倒序排列后这个数的大小保持不变，这个数就是回文数，比如 101 与 6886 都是回文数，而 100 不是回文数。以下程序代码用于判断一个数是否为回文数，横线处应填写？,"int n, a, k;
cin >> n;
a = 0;
k = n;
while (n > 0) {
    a = __________;  // 在此处填写代码
    n /= 10;
}
if (a == k)
    cout << ""是回文数"";
else
    cout << ""不是回文数"";",code,medium,A,将原数n的各位数字逆序构造新数a，每次a = 10*a + n%10，正确还原反转后的数值。,A: 10 * a + n % 10 (错误0次); B: a  + n % 10 (错误40次); C: 10 * a + n / 10 (错误70次); D: a + n / 10 (错误7次),A: 10 * a + n % 10; B: a  + n % 10; C: 10 * a + n / 10; D: a + n / 10,A,10 * a + n % 10,0,B,a  + n % 10,40,C,10 * a + n / 10,70,D,a + n / 10,7,117,205,88,57.07,42.93,35,C,C,10 * a + n / 10,70
2,788,下⾯C++代码执⾏后的输出是（ ）。,"int i,j;
for(i = 0; i < 3; i++)
    for(j = 0; j < i; j++)
        printf(""%d#%d-"", i, j);
printf(""END"");",code,medium,D,外层循环 i 从 0 到 2，内层循环 j 从 0 到 i-1，最终输出为 1#0-2#0-2#1-END。,A: 0#0-1#0-2#0-2#1-END (错误52次); B: 0#0-1#0-1#1-2#0-2#1-2#2-3#0-3#1-3#2-END (错误32次); C: 0#0-1#0-1#1-2#0-2#1-2#2-END (错误32次); D: 1#0-2#0-2#1-END (错误0次),A: 0#0-1#0-2#0-2#1-END; B: 0#0-1#0-1#1-2#0-2#1-2#2-3#0-3#1-3#2-END; C: 0#0-1#0-1#1-2#0-2#1-2#2-END; D: 1#0-2#0-2#1-END,A,0#0-1#0-2#0-2#1-END,52,B,0#0-1#0-1#1-2#0-2#1-2#2-3#0-3#1-3#2-END,32,C,0#0-1#0-1#1-2#0-2#1-2#2-END,32,D,1#0-2#0-2#1-END,0,116,241,125,48.13,51.87,36,A,A,0#0-1#0-2#0-2#1-END,52
2,1388,在下面的C++代码中，N必须是小于10大于1的整数，M为正整数（大于0）。如果M被N整除则M为幸运数，如果M中含有N且能被N整除，则为超级幸运数，否则不是幸运数。程序用于判断M是否为幸运数或超级幸运数或非幸运数。阅读下面代码，有关说法正确的是（    ）。,"int N, M;
cout << ""请输入幸运数字："";
cin >> N;
cout << ""请输入正整数："";
cin >> M;

bool Lucky;
if (M % N == 0)
    Lucky = true;
else
    Lucky = false;
while (M){
    if (M % 10 == N && Lucky){
        printf(""%d是%d的超级幸运数!"", M, N);
        break;
    }
    M /= 10;
}
if (M == 0)
    if (Lucky)
        printf(""%d是%d的幸运数!"", M, N);
    else
        printf(""%d非%d的幸运数!"", M, N);",code,hard,D,当N=3、M=63时，首先判断M%N==0，即63%3==0，成立，Lucky为true。接着进入while循环，判断M的每一位是否等于N。63的个位是3，满足M%10==N（3==3）且Lucky为true，因此输出“63是3的超级幸运数!”并跳出循环。此过程符合超级幸运数的定义，故D正确。其他选项的输入在逻辑执行中无法产生对应输出。,A: 如果N输入3，M输入36则将输出：36是3的超级幸运数! (错误41次); B: 如果N输入7，M输入21则将输出：21是7的幸运数! (错误43次); C: 如果N输入8，M输入36则将输出：36非8的超级幸运数! (错误32次); D: 如果N输入3，M输入63则将输出：63是3的超级幸运数! (错误0次),A: 如果N输入3，M输入36则将输出：36是3的超级幸运数!; B: 如果N输入7，M输入21则将输出：21是7的幸运数!; C: 如果N输入8，M输入36则将输出：36非8的超级幸运数!; D: 如果N输入3，M输入63则将输出：63是3的超级幸运数!,A,如果N输入3，M输入36则将输出：36是3的超级幸运数!,41,B,如果N输入7，M输入21则将输出：21是7的幸运数!,43,C,如果N输入8，M输入36则将输出：36非8的超级幸运数!,32,D,如果N输入3，M输入63则将输出：63是3的超级幸运数!,0,116,238,122,48.74,51.26,37,B,B,如果N输入7，M输入21则将输出：21是7的幸运数!,43
2,1025,下面C++代码执行后将输出1。（ ）,"int i;
for (i = 1; i < 10; i++) {
    break;
    continue;
}
cout << i << endl;",code,medium,A,循环中执行了`break`语句，导致循环立即终止，此时`i`的值为1。因此，输出结果为1，选项A正确。,A: 正确 (错误0次); B: 错误 (错误23次),A: 正确; B: 错误,A,正确,0,B,错误,23,,,0,,,0,115,211,96,54.50,45.50,38,正确,正确,,83
2,1014,在数学中N!表示N的阶乘，即1到N的乘积，如3!=1*2*3，且0! = 1。下面的两段C++代码用于求1到N的阶乘之和，如N为3，则结果是9（1!+2!+3!的值）。选项中的说法正确的是（ ）。,"// 实现1
int i, N;
cin >> N;
int tnt = 0, last = 1;
for (i = 1; i < N + 1; i++) {
    last *= i;
    tnt += last;
}
cout << tnt << endl;

// 实现2
int i, N;
cin >> N;
int tnt = 0, tmp;
for (i = 1; i < N + 1; i++) {
    tmp = 1;
    for (int j = 1; j < i + 1; j++)
        tmp *= j;
    tnt += tmp;
}
cout << tnt << endl;",code,hard,C,实现1利用前一项的结果计算当前阶乘，时间复杂度 O(N)；实现2每次重新计算阶乘，复杂度 O(N^2)，因此实现1效率更高。,A: 虽然实现1的代码短小，但效率并不高 (错误32次); B: 实现2的代码效率更高，且更易于理解 (错误22次); C: 实现1因为应用了前项计算结果，计算量更小，因此效率高 (错误0次); D: 两种实现，效率几乎一致 (错误60次),A: 虽然实现1的代码短小，但效率并不高; B: 实现2的代码效率更高，且更易于理解; C: 实现1因为应用了前项计算结果，计算量更小，因此效率高; D: 两种实现，效率几乎一致,A,虽然实现1的代码短小，但效率并不高,32,B,实现2的代码效率更高，且更易于理解,22,C,实现1因为应用了前项计算结果，计算量更小，因此效率高,0,D,两种实现，效率几乎一致,60,114,211,97,54.03,45.97,39,D,D,两种实现，效率几乎一致,60
2,1312,下面C++代码执行，其输出是(  )。,"int a = 9, b = 27;
a = 'a' + 'b';
b = 'a' - 'b';
a = a - b;
cout << a << ' ' << b << endl;",code,medium,A,"'a'的ASCII码是97，'b'的ASCII码是98，所以a = 97+98=195，b=97-98=-1，a = 195 - (-1)=196，最终a,b输出为196 -1，故选A。",A: 196 -1 (错误0次); B: 27 9 (错误45次); C: 98 97 (错误57次); D: 不确定 (错误11次),A: 196 -1; B: 27 9; C: 98 97; D: 不确定,A,196 -1,0,B,27 9,45,C,98 97,57,D,不确定,11,113,281,168,40.21,59.79,40,C,C,98 97,57
2,1379,执行下面的C++代码时输入1，则输出是(  )。,"int month;

cin >> month;

switch(month){
    case 1:
        cout << ""Jan "";
    case 3:
        cout << ""Mar "";
        break;
    default:
        ;
}",code,medium,C,case 1没有break，会继续执行case 3的内容，因此输出Jan Mar。,A: Jan (错误58次); B: Mar (错误44次); C: Jan Mar (错误0次); D: 以上均不对 (错误11次),A: Jan; B: Mar; C: Jan Mar; D: 以上均不对,A,Jan,58,B,Mar,44,C,Jan Mar,0,D,以上均不对,11,113,238,125,47.48,52.52,41,A,A,Jan,58
2,1385,执行下面的C++代码，有关说法正确的是（    ）【质数是指仅能被1和它本身整除的正整数】。,"int N;
cin >> N;
bool Flag = true;
for (int i = 2; i < N; i++){
    if (i * i > N)
        break;
    if (N % i == 0){
        Flag = false;
        break;
    }
}
if (Flag)
    cout << N << ""是质数"" << endl;
else
    cout << N << ""不是质数"" << endl;",code,hard,D,原代码未处理N<2的情况，若N为1或0也会被判定为质数。D选项通过初始化Flag = N>=2? true:false来修正这个问题，使其适用于所有整数。,A: 如果输入正整数，上面代码能正确判断N是否为质数 (错误38次); B: 如果输入整数，上面代码能正确判断N是否为质数 (错误48次); C: 如果输入大于等于0的整数，上面代码能正确判断N是否质数 (错误24次); D: 如将Flag = true修改为Flag = N>=2? true:false则能判断所有整数包括负整数、0、正整数是否为质数 (错误0次),A: 如果输入正整数，上面代码能正确判断N是否为质数; B: 如果输入整数，上面代码能正确判断N是否为质数; C: 如果输入大于等于0的整数，上面代码能正确判断N是否质数; D: 如将Flag = true修改为Flag = N>=2? true:false则能判断所有整数包括负整数、0、正整数是否为质数,A,如果输入正整数，上面代码能正确判断N是否为质数,38,B,如果输入整数，上面代码能正确判断N是否为质数,48,C,如果输入大于等于0的整数，上面代码能正确判断N是否质数,24,D,如将Flag = true修改为Flag = N>=2? true:false则能判断所有整数包括负整数、0、正整数是否为质数,0,110,238,128,46.22,53.78,42,B,B,如果输入整数，上面代码能正确判断N是否为质数,48
2,1311,下面C++代码实现输出如下图形，应该在横线处填入的代码是（    ）。,"cout << ""请输入层数："";
cin >> N;

K = 1;

for (i = 1; i < N + 1; i++) {
    for (int _ = 1; _ < ___________; _++)
        cout << "" "";

    for (int _ = 1; _ < ________; _++) {
        cout << K;

        K += 1;
        if (K == 10)
            K = 1;
    }
    cout << '\n';
}",code,hard,A,当输入层数为N时，每行数字前的空格数应随行数增加而递减，确保图形居中对齐。第一行需要N个空格，随后每行减少一个空格，因此第一个空应填 N - i + 1；第二个空控制每行输出的数字个数，第i行应输出i个数字（从1开始递增并循环），循环条件 _ < i + 1 可保证执行i次，故填 i + 1，选A。,"A: N - i + 1
i + 1 (错误0次); B: N - i
i (错误57次); C: N
i (错误29次); D: N - i
i + 1 (错误23次)","A: N - i + 1
i + 1; B: N - i
i; C: N
i; D: N - i
i + 1",A,"N - i + 1
i + 1",0,B,"N - i
i",57,C,"N
i",29,D,"N - i
i + 1",23,109,281,172,38.79,61.21,44,B,B,"N - i
i",57
2,1066,下面C++代码用于输出N和M之间（可以包括N和M）的孪生素数。孪生素数是指间隔为2的两个数均为素数，如11和13分别是素数，且间隔为2。isPrime(N)用于判断N是否为素数的函数。为完成上述功能，横线处应填上的代码是（ ）。,"int N, M;

//本题假设N小于M
cin >> N >> M;

for (int i = N; i < __________; i++)
    if (isPrime(i) && isPrime(i + 2))
        printf(""%d %d\n"", i, i + 2);",code,hard,B,要保证i+2不超过M，所以i最大只能到M-2。但由于循环条件是i < X，所以X应为M-1才能使i取到M-2。例如M=13，则i最多为11，i+2=13≤M。,A: M - 2 (错误53次); B: M - 1 (错误0次); C: M (错误16次); D: M + 1 (错误40次),A: M - 2; B: M - 1; C: M; D: M + 1,A,M - 2,53,B,M - 1,0,C,M,16,D,M + 1,40,109,233,124,46.78,53.22,43,A,A,M - 2,53
2,1299,人工现在非常火，小杨就想多了解一下，其中就经常听人提到“大模型”。那么请问这里说的“大模型”最贴切是指 (   )。,,text,easy,D,大模型通常指大规模语言模型（Large Language Model），是基于大量数据训练的深度学习模型，能够理解和生成自然语言。,A: 大电脑模型 (错误28次); B: 大规模智能 (错误72次); C: 智能的单位 (错误8次); D: 大语言模型 (错误0次),A: 大电脑模型; B: 大规模智能; C: 智能的单位; D: 大语言模型,A,大电脑模型,28,B,大规模智能,72,C,智能的单位,8,D,大语言模型,0,108,281,173,38.43,61.57,45,B,B,大规模智能,72
2,1310,下面C++代码执行后输出与 5 有关数的数量。“与 5 有关的数”定义为含有 5 或者能被 5 整除的数。相关说法正确的是（     ）。,"cnt = 0;
for (i = 1; i < 1000; i++) {
    if (i % 5 == 0) {
        cnt += 1;
        continue;
    }
    j = i;
    while (j > 0)
        if (j % 10 == 5) {
            cnt += 1;
            break;
        } else
            j /= 10;
}
cout << cnt;",code,hard,C,"continue用于避免重复计数，如果删除continue一个数可能被重复统计（比如 15，既满足 i%5==0 又含数字 5）；
如果j修改为 i，影响外层循环中的变量 i，导致外层 for 循环混乱；
如果将break修改为j=0，不影响程序结果。因为 break 是跳出 while 循环，如果改成 j = 0，下一次 while 条件 j>0 不成立，也会退出循环，效果一样；
修改为j >= 0 会导致 j=0 时继续循环，但 0 % 10 == 0，而不等于 5，cnt加一，并且j=0/10 还是 0，进入无限循环。
故本题选C。",A: 删除代码中 continue 不影响程序执行结果 (错误41次); B: 删除j = i并将 while 循环内的j修改为 i，不影响程序执行结果 (错误39次); C: 代码中 break 修改为j = 0，不影响程序执行结果 (错误0次); D: 将while (j > 0)修正为while (j >= 0)不影响程序执⾏的结果 (错误27次),A: 删除代码中 continue 不影响程序执行结果; B: 删除j = i并将 while 循环内的j修改为 i，不影响程序执行结果; C: 代码中 break 修改为j = 0，不影响程序执行结果; D: 将while (j > 0)修正为while (j >= 0)不影响程序执⾏的结果,A,删除代码中 continue 不影响程序执行结果,41,B,删除j = i并将 while 循环内的j修改为 i，不影响程序执行结果,39,C,代码中 break 修改为j = 0，不影响程序执行结果,0,D,将while (j > 0)修正为while (j >= 0)不影响程序执⾏的结果,27,107,281,174,38.08,61.92,47,A,A,删除代码中 continue 不影响程序执行结果,41
2,1023,下面C++执行后将输出3*2=6。 ( ),"int a = 2, b = 3;
a = a - b;
b = a + b;
a = b - a;
printf(""%d*%d=%d\n"", a, b, a * b);",code,medium,A,"执行代码后，a 和 b 的值经过运算最终变为 3 和 2。因此，输出语句将正确显示 ""3*2=6""，所以选项 A 是正确的。",A: 正确 (错误0次); B: 错误 (错误15次),A: 正确; B: 错误,A,正确,0,B,错误,15,,,0,,,0,107,211,104,50.71,49.29,46,正确,正确,,76
2,1060,下面C++代码执行后的输出是（ ）。,"for (i = 0; i < 10; i++) {
    if (i % 3)
        continue;
    printf(""0#"");
}
if (i >= 10)
    printf(""1#"");",code,medium,C,"循环中当i能被3整除时输出'0#'，即i=0,3,6,9时共输出4次'0#'；循环结束后i=10，满足i>=10，输出'1#'。总输出为0#0#0#0#1#。",A: 0#0#0#0#0#0#0#1# (错误63次); B: 0#0#0#0#0#0#1# (错误22次); C: 0#0#0#0#1# (错误0次); D: 0#0#0#0# (错误21次),A: 0#0#0#0#0#0#0#1#; B: 0#0#0#0#0#0#1#; C: 0#0#0#0#1#; D: 0#0#0#0#,A,0#0#0#0#0#0#0#1#,63,B,0#0#0#0#0#0#1#,22,C,0#0#0#0#1#,0,D,0#0#0#0#,21,106,233,127,45.49,54.51,48,A,A,0#0#0#0#0#0#0#1#,63
2,1125,下面C++代码能求整数N和M之间所有整数之和，包含N和M。（ ）,"int N, M, Sum;

cin >> N >> M;

if (N > M) {
    int tmp = N;
    N = M, M = tmp;
}

for (int i = N; i < M+1; i++)
    Sum += i;

cout << Sum;",code,hard,B,变量Sum未初始化，初值为随机值，累加结果错误。此外，局部变量未初始化是未定义行为。,A: 正确 (错误105次); B: 错误 (错误0次),A: 正确; B: 错误,A,正确,105,B,错误,0,,,0,,,0,105,216,111,48.61,51.39,49,A,A,正确,105
2,1067,下面C++代码实现输出如下图形，横线应填入的代码是（ ）。,"int height;
cout << ""高度: "";
//获取用户输入的高度
cin >> height;
for (i=0; i<height; i++){
    //打印每行前面的空格
    for (j = 0; j < _______________; j++)
        cout << "" "";
    //打印每行的星号
    for (k = 0; k < _______________; k++)
        cout << ""*"";
    //输出一行后，换行
    cout << endl;
}",code,hard,D,解析：选项D中，第一个空格循环的条件是`height - i - 1`，确保每行前面的空格数随行数增加而减少，第二个星号循环的条件是`2 * i + 1`，使每行星号数按奇数递增，从而正确输出倒三角形。其他选项无法满足图形的对称性和递增规律。,"A: height - i
2 * i (错误57次); B: height
2 * i (错误22次); C: height - i
2 * i + 1 (错误25次); D: height - i - 1
2 * i + 1 (错误0次)","A: height - i
2 * i; B: height
2 * i; C: height - i
2 * i + 1; D: height - i - 1
2 * i + 1",A,"height - i
2 * i",57,B,"height
2 * i",22,C,"height - i
2 * i + 1",25,D,"height - i - 1
2 * i + 1",0,104,179,75,58.10,41.90,50,A,A,"height - i
2 * i",57
