level,question_id,question_text,question_code,question_type,difficulty,correct_answer,explanation,all_options,all_options_text,option_a_label,option_a_text,option_a_wrong_count,option_b_label,option_b_text,option_b_wrong_count,option_c_label,option_c_text,option_c_wrong_count,option_d_label,option_d_text,option_d_wrong_count,wrong_count,total_attempts,correct_count,wrong_rate,correct_rate,rank_in_level,most_wrong_option_value,most_wrong_option_label,most_wrong_option_text,most_wrong_option_count
3,1092,求⼩于等于N的素数的⽅法中，有⼀种⽅法是将所有从2到它本⾝减1的数都除⼀遍，如果不能整除，就是素数。下列哪个程序，体现了这种⽅法（）,"// A
if(N >= 3){
    cout<<2<<endl;
    for(int i = 2;i <= N;i ++){
        for(int j = 2;j < i;j ++){
            if(i % j != 0){
                flag = 1;
            }
        }
        if(flag == 0){
            cout<<i<<endl;
        }
        flag = 0;
    }
}

// B
if(N >= 2){
    for(int i = 3;i <= N;i ++){
        for(int j = 2;j < i;j ++){
            if(i % j == 0){
                flag = 1;
            }
        }
        if(flag == 0){
            cout<<i<<endl;
        }
        flag = 0;
    }
}

// C
if(N >= 2){
    cout<<2<<endl;
    for(int i = 3;i <= N;i ++){
        for(int j = 2;j < i;j ++){
            if(i % j == 0){
                flag = 1;
            }
        }
        if(flag == 0){
            cout<<i<<endl;
        }
        flag = 0;
    }
}

// D
if(N >= 2){
    cout<<2<<endl;
    for(int i = 3;i <= N;i ++){
        for(int j = 2;j < i;j ++){
            if(i % j == 0){
                flag = 1;
            }
        }
        if(flag == 0){
            cout<<i<<endl;
        }
    }
}",code,hard,C,"正确方法应判断是否有因子：若存在j∈[2,i)使得i%j==0，则非素数。flag用于标记是否找到因子。C正确输出2，并对3~N检查，每次重置flag。D缺少flag=0重置，影响后续判断。",A: 版本A (错误17次); B: 版本B (错误43次); C: 版本C (错误0次); D: 版本D (错误10次),A: 版本A; B: 版本B; C: 版本C; D: 版本D,A,版本A,17,B,版本B,43,C,版本C,0,D,版本D,10,70,129,59,54.26,45.74,41,B,B,版本B,43
3,1090,想要计算从数字n到数字m之间（包含n和m）有多少个数字d出现，下列程序哪个能够实现（ ）。,"// A
int n,m,res,d;
cin >> n >> m >> d;
for(int i = n+1; i <= m; i++){
    int temp = i;
    while(temp){
        if(temp % 10 == d) res++;
        temp /= 10;
    }
}
cout << res << endl;
return 0;

// B
int n,m,res,d;
cin >> n >> m >> d;
for(int i = n; i <= m; i++){
    int temp = i;
    while(temp){
        if(temp % 10 = d) res++;
        temp /= 10;
    }
}
cout << res << endl;
return 0;

// C
int n,m,res=0,d;
cin >> n >> m >> d;
for(int i = n; i <= m; i++){
    int temp = i;
    while(temp){
        if(temp % 10 == d) res++;
        temp /= 10;
    }
}
cout << res << endl;
return 0;

// D
int n,m,res=0,d;
cin >> n >> m >> d;
for(int i = n; i <= m; i++){
    while(temp){
        if(temp % 10 == d) res++;
        temp /= 10;
    }
}
cout << res << endl;
return 0;",code,hard,C,选项C正确，因为其初始化了`res`为0，确保计数器从零开始。其他选项存在错误：A的循环从n+1开始，漏掉n；B的条件判断使用赋值符=而非比较符==；D未定义变量temp，导致编译错误。只有C的逻辑完整且无语法错误，能正确统计数字d的出现次数。,A: 版本A (错误12次); B: 版本B (错误43次); C: 版本C (错误0次); D: 版本D (错误12次),A: 版本A; B: 版本B; C: 版本C; D: 版本D,A,版本A,12,B,版本B,43,C,版本C,0,D,版本D,12,67,129,62,51.94,48.06,43,B,B,版本B,43
3,803,8位二进制原码能表示的最小整数是：,,text,medium,A,8位二进制原码中，最高位为符号位，其余7位表示数值。正数范围是0到+127，负数范围是-0到-127。因此最小整数是-127。,A: -127 (错误0次); B: -128 (错误28次); C: -255 (错误25次); D: -256 (错误14次),A: -127; B: -128; C: -255; D: -256,A,-127,0,B,-128,28,C,-255,25,D,-256,14,67,106,39,63.21,36.79,42,B,B,-128,28
3,1130,关于计算机中的编码，下列说法中正确的是（）,,text,easy,C,机器数是带符号的二进制数表示形式，用于计算机内部运算。原码、反码、补码都是机器数的表现形式。选项C正确描述了机器数的基本特性。,A: 机器数的形式值和真值是一致的 (错误18次); B: 原码就是符号位加上真值 (错误39次); C: 机器数是带符号的 (错误0次); D: [-1]=[1000 0001]原=[1111 1111]反 (错误9次),A: 机器数的形式值和真值是一致的; B: 原码就是符号位加上真值; C: 机器数是带符号的; D: [-1]=[1000 0001]原=[1111 1111]反,A,机器数的形式值和真值是一致的,18,B,原码就是符号位加上真值,39,C,机器数是带符号的,0,D,[-1]=[1000 0001]原=[1111 1111]反,9,66,136,70,48.53,51.47,44,B,B,原码就是符号位加上真值,39
3,811,以下哪个位运算可以交换两个变量的值（无需临时变量）,,text,hard,A,使用异或操作：a = a ^ b; b = a ^ b (即 a ^ b ^ b = a); a = a ^ b (即 a ^ b ^ a = b)，可实现交换。,A: a = a ^ b; b = a ^ b; a = a ^ b; (错误0次); B: a = a & b; b = a | b; a = a & b; (错误36次); C: a = a | b; b = a ^ b; a = a ^ b; (错误17次); D: a = ~a; b = ~b; a = ~a; (错误10次),A: a = a ^ b; b = a ^ b; a = a ^ b;; B: a = a & b; b = a | b; a = a & b;; C: a = a | b; b = a ^ b; a = a ^ b;; D: a = ~a; b = ~b; a = ~a;,A,a = a ^ b; b = a ^ b; a = a ^ b;,0,B,a = a & b; b = a | b; a = a & b;,36,C,a = a | b; b = a ^ b; a = a ^ b;,17,D,a = ~a; b = ~b; a = ~a;,10,63,155,92,40.65,59.35,45,B,B,a = a & b; b = a | b; a = a & b;,36
3,1512,"定义字符数组char str[20] = {'G', 'E', 'S', 'P'};，则str的字符串长度为（  ）。",,text,easy,A,虽然数组大小为20，但只初始化了前4个字符，且没有显式添加'\0'，但在C++中这种初始化会自动补'\0'，因此strlen(str)=4。,A: 4 (错误0次); B: 5 (错误8次); C: 19 (错误9次); D: 20 (错误46次),A: 4; B: 5; C: 19; D: 20,A,4,0,B,5,8,C,19,9,D,20,46,63,104,41,60.58,39.42,47,D,D,20,46
3,815,"C++代码string s = ""GESP考试"";，s占据的字节数是",,text,hard,D,"字符串字节数取决于编码方式。若为UTF-8，中文字符占3字节，则""GESP考试""共4字母+2汉字=4*1+2*3=10字节；若为GBK，汉字占2字节，则为8字节。因此取决于编码。",A: 10 (错误16次); B: 8 (错误27次); C: 8或10 (错误20次); D: 取决于计算机采用什么编码 (错误0次),A: 10; B: 8; C: 8或10; D: 取决于计算机采用什么编码,A,10,16,B,8,27,C,8或10,20,D,取决于计算机采用什么编码,0,63,100,37,63.00,37.00,46,B,B,8,27
3,1029,Base64 编码将每3字节的输入数据编码为 4 字节的输出数据。如果输入数据长度不是 3 的倍数，会用=号填充。在Base64编码中，如果输入字符串的长度为10字节，编码后的字符串长度是多少（ ）,,text,medium,D,每3字节编码为4字节，10字节包含3组完整的3字节和1个剩余字节。3组编码为12字节，剩下1字节需要补足到3字节进行编码，因此按3字节处理，编码后为4字节，总共12 + 4 = 16字节。,A: 12 字节 (错误27次); B: 13 字节 (错误27次); C: 14 字节 (错误7次); D: 16 字节 (错误0次),A: 12 字节; B: 13 字节; C: 14 字节; D: 16 字节,A,12 字节,27,B,13 字节,27,C,14 字节,7,D,16 字节,0,61,100,39,61.00,39.00,48,B,B,13 字节,27
3,1518,下面C++代码可以计算1到100的累加和，采用的是穷举法。,"int main()
{
    int i,sum=0;
    for(int i = 1; i <= 100 ; i++)
        sum += i;
    cout << sum  << endl;

    cout << endl;
    return 0;
}",code,easy,B,B是正确答案，因为代码中存在变量重复定义的问题。在main函数内，先声明了`int i`，随后在for循环中又使用`int i = 1`重新定义了循环变量i，这导致同一作用域内对变量i进行了两次定义，违反了C++的语法规则，会引发编译错误。尽管算法思路正确，但由于语法错误程序无法通过编译，因此不能正确计算1到100的累加和。,A: 正确 (错误59次); B: 错误 (错误0次),A: 正确; B: 错误,A,正确,59,B,错误,0,,,1,,,0,60,104,44,57.69,42.31,50,A,A,正确,59
3,1133,下面说法正确的是（ ）,,text,medium,C,(23|10) 表示按位或操作。23的二进制是10111，10的二进制是01010，进行或操作后得到11111，即十进制31。其他选项错误：(22&01)为0，(22&&01)为true；(23|11)=31而非30；(23|01)=23。,A: (22&01)==(22&&01)成立 (错误45次); B: (23|11)==30 (错误9次); C: (23|10)==31 (错误0次); D: (23|01)==31 (错误6次),A: (22&01)==(22&&01)成立; B: (23|11)==30; C: (23|10)==31; D: (23|01)==31,A,(22&01)==(22&&01)成立,45,B,(23|11)==30,9,C,(23|10)==31,0,D,(23|01)==31,6,60,78,18,76.92,23.08,49,A,A,(22&01)==(22&&01)成立,45
